locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDBHNIBC_01142	CDS	765	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
JDBHNIBC_01143	CDS	243	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
JDBHNIBC_01144	CDS	672	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
JDBHNIBC_01145	CDS	648				hypothetical protein
JDBHNIBC_01146	CDS	402				hypothetical protein
JDBHNIBC_01147	CDS	2256	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
JDBHNIBC_01148	CDS	234			COG0271	putative protein RP812
JDBHNIBC_01149	CDS	333	grxD		COG0278	Glutaredoxin 4
JDBHNIBC_01150	CDS	1266	bcr			Bicyclomycin resistance protein
JDBHNIBC_01151	CDS	174				hypothetical protein
JDBHNIBC_01152	CDS	828	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
JDBHNIBC_01153	CDS	882	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
JDBHNIBC_01154	CDS	618	rpsD		COG0522	30S ribosomal protein S4
JDBHNIBC_01155	CDS	972				hypothetical protein
JDBHNIBC_01156	CDS	414				hypothetical protein
JDBHNIBC_01157	CDS	198				hypothetical protein
JDBHNIBC_01158	CDS	3492	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
JDBHNIBC_01159	CDS	684	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JDBHNIBC_01160	CDS	1314	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
JDBHNIBC_01161	CDS	1329	proS	6.1.1.15	COG0442	Proline--tRNA ligase
JDBHNIBC_01162	CDS	270				hypothetical protein
JDBHNIBC_01163	CDS	405	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
JDBHNIBC_01164	CDS	1677	rnj	3.1.-.-	COG0595	Ribonuclease J
JDBHNIBC_01165	CDS	798	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
JDBHNIBC_01166	CDS	1437	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
JDBHNIBC_01167	CDS	1509	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
JDBHNIBC_01168	CDS	1986	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
JDBHNIBC_01169	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
JDBHNIBC_01170	CDS	618	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
JDBHNIBC_01171	CDS	492	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
JDBHNIBC_01172	CDS	1044	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
JDBHNIBC_01173	CDS	2085	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
JDBHNIBC_01174	CDS	1308	nqo1	7.1.1.-	COG1894	NADH-quinone oxidoreductase chain 1
JDBHNIBC_01175	CDS	714	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase chain 2
JDBHNIBC_01176	CDS	1191	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
JDBHNIBC_01177	CDS	609	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
JDBHNIBC_01178	CDS	582	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
JDBHNIBC_01179	CDS	366	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
JDBHNIBC_01180	CDS	204				hypothetical protein
JDBHNIBC_01181	tRNA	77				tRNA-Asp(gtc)
JDBHNIBC_01182	tRNA	76				tRNA-Val(tac)
JDBHNIBC_01183	CDS	402				hypothetical protein
JDBHNIBC_01184	CDS	135				hypothetical protein
JDBHNIBC_01185	CDS	396				hypothetical protein
JDBHNIBC_01186	CDS	510				hypothetical protein
JDBHNIBC_01187	CDS	369			COG3039	IS5 family transposase IS711
JDBHNIBC_01188	CDS	171				hypothetical protein
JDBHNIBC_01189	CDS	390				hypothetical protein
JDBHNIBC_01190	CDS	1284		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
JDBHNIBC_01191	CDS	378				hypothetical protein
JDBHNIBC_01192	CDS	465	rplM		COG0102	50S ribosomal protein L13
JDBHNIBC_01193	CDS	477	rpsI		COG0103	30S ribosomal protein S9
JDBHNIBC_01194	CDS	951	speB	3.5.3.11	COG0010	Agmatinase
JDBHNIBC_01195	CDS	933	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
JDBHNIBC_01196	CDS	1077	ctaA	1.3.-.-	COG1612	Heme A synthase
JDBHNIBC_01197	CDS	219				hypothetical protein
JDBHNIBC_01198	CDS	573				hypothetical protein
JDBHNIBC_01199	CDS	588				hypothetical protein
JDBHNIBC_01200	CDS	216				hypothetical protein
JDBHNIBC_01201	CDS	1539	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
JDBHNIBC_01202	tRNA	77				tRNA-Pro(ggg)
JDBHNIBC_01203	CDS	318	gdx		COG2076	Guanidinium exporter
JDBHNIBC_01204	CDS	543				hypothetical protein
JDBHNIBC_01205	CDS	324	ihfA		COG0776	Integration host factor subunit alpha
JDBHNIBC_01206	CDS	972	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
JDBHNIBC_01207	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
JDBHNIBC_01208	CDS	558				hypothetical protein
JDBHNIBC_01209	CDS	555				hypothetical protein
JDBHNIBC_01210	CDS	507	bamE			Outer membrane protein assembly factor BamE
JDBHNIBC_01211	CDS	2157	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
JDBHNIBC_01212	CDS	516	nusB			Transcription antitermination protein NusB
JDBHNIBC_01213	CDS	462	ribH1	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase 1
JDBHNIBC_01214	CDS	609	ribE	2.5.1.9		Riboflavin synthase
JDBHNIBC_01215	CDS	1122	ribD		COG0117	Riboflavin biosynthesis protein RibD
JDBHNIBC_01216	CDS	477	nrdR		COG1327	Transcriptional repressor NrdR
JDBHNIBC_01217	CDS	567	glyA2	2.1.2.1		Serine hydroxymethyltransferase 2
JDBHNIBC_01218	CDS	753	glyA	2.1.2.1		Serine hydroxymethyltransferase
JDBHNIBC_01219	CDS	1302				hypothetical protein
JDBHNIBC_01220	CDS	516				hypothetical protein
JDBHNIBC_01221	CDS	435				hypothetical protein
JDBHNIBC_01222	CDS	1050	caiD	4.2.1.149		Carnitinyl-CoA dehydratase
JDBHNIBC_01223	CDS	1038	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
JDBHNIBC_01224	CDS	471				hypothetical protein
JDBHNIBC_01225	CDS	750	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
JDBHNIBC_01226	CDS	2313	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
JDBHNIBC_01227	CDS	1197				hypothetical protein
JDBHNIBC_01228	CDS	1788	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
JDBHNIBC_01229	CDS	1158	rnd_1	3.1.13.5	COG0349	Ribonuclease D
JDBHNIBC_01230	CDS	1539	gppA_1	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
JDBHNIBC_01231	CDS	2241	ppk	2.7.4.1	COG0855	Polyphosphate kinase
JDBHNIBC_01232	CDS	255				hypothetical protein
JDBHNIBC_01233	CDS	1188	xlnD	1.14.13.24		3-hydroxybenzoate 6-hydroxylase 1
JDBHNIBC_01234	CDS	816	glnQ_2			Glutamine transport ATP-binding protein GlnQ
JDBHNIBC_01235	CDS	1032	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
JDBHNIBC_01236	CDS	129				hypothetical protein
JDBHNIBC_01237	CDS	1194				hypothetical protein
JDBHNIBC_01238	CDS	1032	yhdW_1			Putative amino-acid ABC transporter-binding protein YhdW
JDBHNIBC_01239	CDS	768				hypothetical protein
JDBHNIBC_01240	CDS	1170	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
JDBHNIBC_01241	CDS	192				hypothetical protein
JDBHNIBC_01242	CDS	249				hypothetical protein
JDBHNIBC_01243	CDS	513				hypothetical protein
JDBHNIBC_01244	CDS	879				hypothetical protein
JDBHNIBC_01245	CDS	1422				hypothetical protein
JDBHNIBC_01246	CDS	1308				hypothetical protein
JDBHNIBC_01247	CDS	198				hypothetical protein
JDBHNIBC_01248	CDS	816				hypothetical protein
JDBHNIBC_01249	CDS	867				hypothetical protein
JDBHNIBC_01250	CDS	300				hypothetical protein
JDBHNIBC_01251	CDS	561				hypothetical protein
JDBHNIBC_01252	CDS	2115				hypothetical protein
JDBHNIBC_01253	CDS	735				hypothetical protein
JDBHNIBC_01254	CDS	795				hypothetical protein
JDBHNIBC_01255	CDS	1536				hypothetical protein
JDBHNIBC_01256	CDS	546				hypothetical protein
JDBHNIBC_01257	CDS	612				hypothetical protein
JDBHNIBC_01258	CDS	591				hypothetical protein
JDBHNIBC_01259	tRNA	77				tRNA-Arg(tct)
JDBHNIBC_01260	CDS	306				hypothetical protein
JDBHNIBC_01261	tRNA	77				tRNA-Pro(tgg)
JDBHNIBC_01262	CDS	627	glcA_1		COG1620	Glycolate permease GlcA
JDBHNIBC_01263	CDS	1017	glcA_2		COG1620	Glycolate permease GlcA
JDBHNIBC_01264	CDS	156				hypothetical protein
JDBHNIBC_01265	CDS	705	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JDBHNIBC_01266	CDS	786				hypothetical protein
JDBHNIBC_01267	CDS	870	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
JDBHNIBC_01268	CDS	708				hypothetical protein
JDBHNIBC_01269	CDS	1242				hypothetical protein
JDBHNIBC_01270	CDS	1080	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
JDBHNIBC_01271	CDS	618	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
JDBHNIBC_01272	CDS	525				hypothetical protein
JDBHNIBC_01273	CDS	2127	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
JDBHNIBC_01274	CDS	846				hypothetical protein
JDBHNIBC_01275	CDS	873	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
JDBHNIBC_01276	CDS	471				hypothetical protein
JDBHNIBC_01277	CDS	690		3.1.27.-		Ribonuclease
JDBHNIBC_01278	CDS	600	yibF		COG0625	putative GST-like protein YibF
JDBHNIBC_01279	CDS	642				hypothetical protein
JDBHNIBC_01280	CDS	819	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JDBHNIBC_01281	CDS	2058	uvrC		COG0322	UvrABC system protein C
JDBHNIBC_01282	CDS	585	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
JDBHNIBC_01283	CDS	258	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
JDBHNIBC_01284	CDS	492	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
JDBHNIBC_01285	CDS	804				hypothetical protein
JDBHNIBC_01286	CDS	423	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
JDBHNIBC_01287	CDS	513				hypothetical protein
JDBHNIBC_01288	CDS	1902	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
JDBHNIBC_01289	CDS	564				hypothetical protein
JDBHNIBC_01290	CDS	450				hypothetical protein
JDBHNIBC_01291	CDS	1398	pepA_1	3.4.11.1	COG0260	Cytosol aminopeptidase
JDBHNIBC_01292	CDS	123				hypothetical protein
JDBHNIBC_01293	CDS	1167				hypothetical protein
JDBHNIBC_01294	CDS	1089				hypothetical protein
JDBHNIBC_01295	CDS	2400	lptD			LPS-assembly protein LptD
JDBHNIBC_01296	CDS	957	surA	5.2.1.8		Chaperone SurA
JDBHNIBC_01297	CDS	1032	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
JDBHNIBC_01298	CDS	831	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
JDBHNIBC_01299	CDS	1734				hypothetical protein
JDBHNIBC_01300	CDS	945	rarD		COG2962	Protein RarD
JDBHNIBC_01301	CDS	1614	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
JDBHNIBC_01302	CDS	135				hypothetical protein
JDBHNIBC_01303	CDS	135				hypothetical protein
JDBHNIBC_01304	CDS	1521	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
JDBHNIBC_01305	CDS	168				hypothetical protein
JDBHNIBC_01306	CDS	615	argO		COG1279	Arginine exporter protein ArgO
JDBHNIBC_01307	CDS	780	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
JDBHNIBC_01308	CDS	444				hypothetical protein
JDBHNIBC_01309	CDS	279				hypothetical protein
JDBHNIBC_01310	CDS	258				hypothetical protein
JDBHNIBC_01311	CDS	765				hypothetical protein
JDBHNIBC_01312	CDS	1335	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
JDBHNIBC_01313	CDS	864	ygfZ			tRNA-modifying protein YgfZ
JDBHNIBC_01314	CDS	621				hypothetical protein
JDBHNIBC_01315	CDS	510				hypothetical protein
JDBHNIBC_01316	CDS	744	recO			DNA repair protein RecO
JDBHNIBC_01317	CDS	936	era		COG1159	GTPase Era
JDBHNIBC_01318	CDS	705	rnc	3.1.26.3	COG0571	Ribonuclease 3
JDBHNIBC_01319	CDS	783	lepB	3.4.21.89	COG0681	Signal peptidase I
JDBHNIBC_01320	CDS	405	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
JDBHNIBC_01321	CDS	576				hypothetical protein
JDBHNIBC_01322	CDS	840	nimR			HTH-type transcriptional regulator NimR
JDBHNIBC_01323	CDS	1212	fsr			Fosmidomycin resistance protein
JDBHNIBC_01324	CDS	1335	hemN_1	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
JDBHNIBC_01325	CDS	756	fixK		COG0664	Nitrogen fixation regulation protein FixK
JDBHNIBC_01326	CDS	579	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
JDBHNIBC_01327	CDS	2253	rsh	2.7.6.5	COG0317	GTP pyrophosphokinase rsh
JDBHNIBC_01328	CDS	402	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
JDBHNIBC_01329	CDS	576				hypothetical protein
JDBHNIBC_01330	CDS	672	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
JDBHNIBC_01331	CDS	477	smpB			SsrA-binding protein
JDBHNIBC_01332	CDS	882	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JDBHNIBC_01333	CDS	2100				hypothetical protein
JDBHNIBC_01334	CDS	657				hypothetical protein
JDBHNIBC_01335	CDS	642				hypothetical protein
JDBHNIBC_01336	CDS	1089	omp2b			Porin Omp2b
JDBHNIBC_01337	tRNA	91				tRNA-Ser(gct)
JDBHNIBC_01338	CDS	1104	omp2a			Porin Omp2a
JDBHNIBC_01339	CDS	927	xerC_2			Tyrosine recombinase XerC
JDBHNIBC_01340	CDS	570	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
JDBHNIBC_01341	CDS	624	hisC_4	2.6.1.9		Histidinol-phosphate aminotransferase
JDBHNIBC_01342	CDS	375				hypothetical protein
JDBHNIBC_01343	CDS	651				hypothetical protein
JDBHNIBC_01344	CDS	771				hypothetical protein
JDBHNIBC_01345	CDS	258				hypothetical protein
JDBHNIBC_01346	CDS	240				hypothetical protein
JDBHNIBC_01347	CDS	348				hypothetical protein
JDBHNIBC_01348	CDS	711	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
JDBHNIBC_01349	CDS	168				hypothetical protein
JDBHNIBC_01350	CDS	168				hypothetical protein
JDBHNIBC_01351	CDS	1503	amn	3.2.2.4	COG0775	AMP nucleosidase
JDBHNIBC_01352	CDS	969				hypothetical protein
JDBHNIBC_01353	CDS	1692		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
JDBHNIBC_01354	CDS	873				hypothetical protein
JDBHNIBC_01355	CDS	1257	ycaD_2			putative MFS-type transporter YcaD
JDBHNIBC_01356	CDS	960	ribN_1			Riboflavin transporter
JDBHNIBC_01357	CDS	2652	pepN	3.4.11.2	COG0308	Aminopeptidase N
JDBHNIBC_01358	CDS	2352	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
JDBHNIBC_01359	CDS	2112				hypothetical protein
JDBHNIBC_01360	CDS	2952	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
JDBHNIBC_01361	CDS	1407	mprB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase MprB
JDBHNIBC_01362	CDS	708	cusR		COG0745	Transcriptional regulatory protein CusR
JDBHNIBC_01363	CDS	1542	degP_3	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
JDBHNIBC_01364	CDS	477	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
JDBHNIBC_01365	CDS	1992	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
JDBHNIBC_01366	CDS	498	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
JDBHNIBC_01367	CDS	1140				hypothetical protein
JDBHNIBC_01368	CDS	453				hypothetical protein
JDBHNIBC_01369	CDS	1311	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
JDBHNIBC_01370	CDS	690	phoP			Transcriptional regulatory protein PhoP
JDBHNIBC_01371	CDS	297				hypothetical protein
JDBHNIBC_01372	CDS	207				hypothetical protein
JDBHNIBC_01373	CDS	1101				hypothetical protein
JDBHNIBC_01374	CDS	2820				hypothetical protein
JDBHNIBC_01375	CDS	435	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
JDBHNIBC_01376	CDS	876				hypothetical protein
JDBHNIBC_01377	CDS	633				hypothetical protein
JDBHNIBC_01378	CDS	546				hypothetical protein
JDBHNIBC_01379	CDS	342				hypothetical protein
JDBHNIBC_01380	CDS	414				hypothetical protein
JDBHNIBC_01381	CDS	378				hypothetical protein
JDBHNIBC_01382	CDS	1194				hypothetical protein
JDBHNIBC_01383	CDS	1260				hypothetical protein
JDBHNIBC_01384	CDS	513				hypothetical protein
JDBHNIBC_01385	CDS	2175	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
JDBHNIBC_01386	CDS	612				hypothetical protein
JDBHNIBC_01387	CDS	543				hypothetical protein
JDBHNIBC_01388	CDS	1059				hypothetical protein
JDBHNIBC_01389	CDS	348				hypothetical protein
JDBHNIBC_01390	CDS	969				hypothetical protein
JDBHNIBC_01391	CDS	1830	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
JDBHNIBC_01392	CDS	465				hypothetical protein
JDBHNIBC_01393	CDS	426	sufE		COG2166	Cysteine desulfuration protein SufE
JDBHNIBC_01394	CDS	1338	cnbH_1	3.5.99.5		2-amino-5-chloromuconic acid deaminase
JDBHNIBC_01395	CDS	774				hypothetical protein
JDBHNIBC_01396	CDS	456	dnaA_1			Chromosomal replication initiator protein DnaA
JDBHNIBC_01397	CDS	312				hypothetical protein
JDBHNIBC_01398	CDS	429	ros		COG4957	Transcriptional regulatory protein ros
JDBHNIBC_01399	CDS	2109	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
JDBHNIBC_01400	CDS	336				hypothetical protein
JDBHNIBC_01401	CDS	600	sodB	1.15.1.1	COG0605	Superoxide dismutase [Mn]
JDBHNIBC_01402	CDS	759				hypothetical protein
JDBHNIBC_01403	CDS	243				hypothetical protein
JDBHNIBC_01404	CDS	717				hypothetical protein
JDBHNIBC_01405	CDS	1512				hypothetical protein
JDBHNIBC_01406	CDS	363				hypothetical protein
JDBHNIBC_01407	CDS	1299	yycB		COG2807	putative transporter YycB
JDBHNIBC_01408	CDS	678	glcC		COG2186	Glc operon transcriptional activator
JDBHNIBC_01409	CDS	993	corA		COG0598	Magnesium transport protein CorA
JDBHNIBC_01410	CDS	231				hypothetical protein
JDBHNIBC_01411	CDS	390				hypothetical protein
JDBHNIBC_01412	CDS	471	greA_2			Transcription elongation factor GreA
JDBHNIBC_01413	CDS	1023				hypothetical protein
JDBHNIBC_01414	CDS	597	betI_1		COG1309	HTH-type transcriptional regulator BetI
JDBHNIBC_01415	CDS	1683	betA_3	1.2.1.8		Oxygen-dependent choline dehydrogenase
JDBHNIBC_01416	CDS	1464	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
JDBHNIBC_01417	CDS	519				hypothetical protein
JDBHNIBC_01418	CDS	1032				hypothetical protein
JDBHNIBC_01419	CDS	1452	xylB	2.7.1.17	COG1070	Xylulose kinase
JDBHNIBC_01420	CDS	1308	xylA	5.3.1.5	COG2115	Xylose isomerase
JDBHNIBC_01421	CDS	1173				hypothetical protein
JDBHNIBC_01422	CDS	1053	iolE_1	4.2.1.44		Inosose dehydratase
JDBHNIBC_01423	CDS	963	rbsB_1		COG1879	Ribose import binding protein RbsB
JDBHNIBC_01424	CDS	1002	rbsC_3		COG1172	Ribose import permease protein RbsC
JDBHNIBC_01425	CDS	1569	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JDBHNIBC_01426	CDS	1110		2.4.1.11	COG0438	Glycogen synthase
JDBHNIBC_01427	CDS	1173		5.1.3.11		Cellobiose 2-epimerase
JDBHNIBC_01428	CDS	1362	algA_1		COG0662	Alginate biosynthesis protein AlgA
JDBHNIBC_01429	CDS	1356	glmM_2	5.4.2.10	COG1109	Phosphoglucosamine mutase
JDBHNIBC_01430	CDS	318				hypothetical protein
JDBHNIBC_01431	CDS	417			COG3039	IS5 family transposase ISRhru5
JDBHNIBC_01432	CDS	555				hypothetical protein
JDBHNIBC_01433	CDS	342				hypothetical protein
JDBHNIBC_01434	CDS	369			COG3039	IS5 family transposase ISPha1
JDBHNIBC_01435	CDS	1119	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JDBHNIBC_01436	CDS	240			COG3039	IS5 family transposase ISRhru5
JDBHNIBC_01437	CDS	369			COG3039	IS5 family transposase IS711
JDBHNIBC_01438	CDS	360				IS481 family transposase ISSpal1
JDBHNIBC_01439	CDS	387				IS481 family transposase ISSpal1
JDBHNIBC_01440	CDS	375				hypothetical protein
JDBHNIBC_01441	CDS	1089	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
JDBHNIBC_01442	CDS	1104	rfbE	2.6.1.102	COG0399	GDP-perosamine synthase
JDBHNIBC_01443	CDS	783				hypothetical protein
JDBHNIBC_01444	CDS	759	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBHNIBC_01445	CDS	855				hypothetical protein
JDBHNIBC_01446	CDS	780	arnA	2.1.2.13		Bifunctional polymyxin resistance protein ArnA
JDBHNIBC_01447	CDS	666				IS3 family transposase ISBm2
JDBHNIBC_01448	CDS	297				IS481 family transposase ISBm3
JDBHNIBC_01449	CDS	378				IS481 family transposase ISBm3
JDBHNIBC_01450	CDS	819				hypothetical protein
JDBHNIBC_01451	tRNA	75				tRNA-Gln(ttg)
JDBHNIBC_01452	CDS	1008	wecA_1	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
JDBHNIBC_01453	CDS	1869	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
JDBHNIBC_01454	CDS	837				hypothetical protein
JDBHNIBC_01455	CDS	357	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
JDBHNIBC_01456	CDS	510	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
JDBHNIBC_01457	CDS	600				hypothetical protein
JDBHNIBC_01458	CDS	90				hypothetical protein
JDBHNIBC_01459	CDS	906	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
JDBHNIBC_01460	CDS	789				hypothetical protein
JDBHNIBC_01461	CDS	405				hypothetical protein
JDBHNIBC_01462	CDS	819				hypothetical protein
JDBHNIBC_01463	CDS	2664	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
JDBHNIBC_01464	CDS	342				hypothetical protein
JDBHNIBC_01465	CDS	894	czcD			Metal cation efflux system protein CzcD
JDBHNIBC_01466	CDS	3459	smc			Chromosome partition protein Smc
JDBHNIBC_01467	CDS	654				hypothetical protein
JDBHNIBC_01468	CDS	528				hypothetical protein
JDBHNIBC_01469	CDS	147				hypothetical protein
JDBHNIBC_01470	CDS	1077	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
JDBHNIBC_01471	CDS	618				hypothetical protein
JDBHNIBC_01472	CDS	1134				hypothetical protein
JDBHNIBC_01473	CDS	1707	clcB			Voltage-gated ClC-type chloride channel ClcB
JDBHNIBC_01474	CDS	687	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
JDBHNIBC_01475	CDS	186				hypothetical protein
JDBHNIBC_01476	CDS	1635	pdeB_1	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
JDBHNIBC_01477	CDS	579				hypothetical protein
JDBHNIBC_01478	CDS	1392	thrC	4.2.3.1	COG0498	Threonine synthase
JDBHNIBC_01479	CDS	1293		3.4.24.-	COG0612	putative zinc protease
JDBHNIBC_01480	CDS	621	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
JDBHNIBC_01481	CDS	2895				hypothetical protein
JDBHNIBC_01482	CDS	603				hypothetical protein
JDBHNIBC_01483	CDS	801				hypothetical protein
JDBHNIBC_01484	CDS	486		1.11.1.15		Peroxiredoxin
JDBHNIBC_01485	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
JDBHNIBC_01486	CDS	981	thrB_1	2.7.1.39	COG2334	Homoserine kinase
JDBHNIBC_01487	CDS	1041	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
JDBHNIBC_01488	CDS	750				hypothetical protein
JDBHNIBC_01489	CDS	384				hypothetical protein
JDBHNIBC_01490	CDS	945	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
JDBHNIBC_01491	CDS	606	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
JDBHNIBC_01492	CDS	186				hypothetical protein
JDBHNIBC_01493	CDS	948	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
JDBHNIBC_01494	CDS	1659	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
JDBHNIBC_01495	CDS	855	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
JDBHNIBC_01496	CDS	627				hypothetical protein
JDBHNIBC_01497	CDS	1413	tldD	3.4.-.-	COG0312	Metalloprotease TldD
JDBHNIBC_01498	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
JDBHNIBC_01499	CDS	945				hypothetical protein
JDBHNIBC_01500	CDS	1239	mltG	4.2.2.-		Endolytic murein transglycosylase
JDBHNIBC_01501	CDS	1263	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
JDBHNIBC_01502	CDS	237	acpP		COG0236	Acyl carrier protein AcpP
